frame,x,y,visible
180,1209.0,510.0,1
181,1209.0,510.0,1
182,1209.0,510.0,1
183,1209.0,510.0,1
184,1209.0,510.0,1
185,1209.0,510.0,1
186,1209.0,510.0,1
187,1209.0,510.0,1
188,1209.0,510.0,1
189,1209.0,510.0,1
190,1209.0,510.0,1
191,1209.0,510.0,1
192,1209.0,510.0,1
193,1209.0,510.0,1
194,1209.0,510.0,1
195,1209.0,510.0,1
196,1209.0,510.0,1
197,1209.0,510.0,1
198,1209.0,510.0,1
199,1209.0,510.0,1
200,1209.0,510.0,1
201,1209.0,510.0,1
202,1209.0,510.0,1
203,1209.0,510.0,1
204,1209.0,510.0,1
205,1209.0,510.0,1
206,1209.0,510.0,1
207,1209.0,510.0,1
208,1209.0,510.0,1
209,1209.0,510.0,1
210,1209.0,510.0,1
211,1209.0,510.0,1
212,1209.0,510.0,1
213,1209.0,510.0,1
214,1209.0,510.0,1
215,1209.0,510.0,1
216,1209.0,510.0,1
217,1209.0,510.0,1
218,1209.0,510.0,1
219,1209.0,510.0,1
220,1209.0,510.0,1
221,1209.0,510.0,1
222,1209.0,510.0,1
223,1209.0,510.0,1
224,1209.0,510.0,1
225,1209.0,510.0,1
226,1209.0,510.0,1
227,1209.0,510.0,1
228,1209.0,510.0,1
229,1209.0,510.0,1
230,1209.0,510.0,1
231,1209.0,510.0,1
232,1209.0,510.0,1
233,1209.0,510.0,1
234,1209.0,510.0,1
235,1209.0,510.0,1
236,1209.0,510.0,1
237,1209.0,510.0,1
238,1209.0,510.0,1
239,1209.0,510.0,1
240,1209.0,510.0,1
241,1209.0,510.0,1
242,1209.0,510.0,1
243,1209.0,510.0,1
244,1209.0,510.0,1
245,1209.0,510.0,1
246,1209.0,510.0,1
247,1209.0,510.0,1
248,1209.0,510.0,1
249,1209.0,510.0,1
250,1209.0,510.0,1
251,1209.0,510.0,1
252,1209.0,510.0,1
253,1209.0,510.0,1
254,1209.0,510.0,1
255,1209.0,510.0,1
256,1209.0,510.0,1
257,1209.0,510.0,1
258,1209.0,510.0,1
259,1209.0,510.0,1
260,1209.0,510.0,1
261,1209.0,510.0,1
262,1209.0,510.0,1
263,1209.0,510.0,1
264,1209.0,510.0,1
265,1209.0,510.0,1
266,1209.0,510.0,1
267,1209.0,510.0,1
268,1209.0,510.0,1
269,1209.0,510.0,1
270,1209.0,510.0,1
271,1209.0,510.0,1
272,1209.0,510.0,1
273,1209.0,510.0,1
274,1209.0,510.0,1
275,1209.0,510.0,1
