frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,-1,-1,0
124,-1,-1,0
125,954.0,482.0,1
126,954.0,482.0,1
127,967.0,494.0,1
128,967.0,494.0,1
129,967.0,494.0,1
130,978.0,506.0,1
131,978.0,506.0,1
132,978.0,506.0,1
133,992.0,521.0,1
134,1005.0,540.0,1
135,1005.0,540.0,1
136,1004.0,539.0,1
137,1018.0,563.0,1
138,1018.0,563.0,1
139,1017.0,569.0,1
140,1017.0,569.0,1
141,1017.0,569.0,1
142,1048.0,621.0,1
143,1048.0,621.0,1
144,1063.0,647.0,1
145,1063.0,647.0,1
146,1063.0,647.0,1
147,1078.0,682.0,1
148,1078.0,682.0,1
149,1095.0,715.0,1
150,1095.0,715.0,1
151,1095.0,715.0,1
152,1118.0,679.0,1
153,1118.0,679.0,1
154,1138.0,638.0,1
155,1138.0,639.0,1
156,1138.0,639.0,1
157,1138.0,631.0,1
158,1174.0,569.0,1
159,1174.0,570.0,1
160,1174.0,569.0,1
161,1171.0,581.0,1
162,1190.0,544.0,1
163,1210.0,519.0,1
164,1210.0,519.0,1
165,1210.0,519.0,1
166,1209.0,509.0,1
167,1209.0,509.0,1
168,1210.0,509.0,1
169,1210.0,509.0,1
170,1210.0,509.0,1
171,1209.0,510.0,1
172,1209.0,510.0,1
173,1209.0,510.0,1
174,1209.0,510.0,1
175,1209.0,510.0,1
176,1209.0,510.0,1
177,1209.0,510.0,1
178,1209.0,510.0,1
179,1209.0,510.0,1
